id,caseNumber,block,iucr,primaryType,description,locationDescription,arrest,domestic,beat,district,ward,communityArea,fbiCode,xCoordinate,yCoordinate,year,updatedOn,latitude,longitude,location,date
10563647,HZ310597,012XX W JACKSON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1231,12,27,28,07,1168139,1898774,2016,06/23/2016 03:48:09 PM,41.8777735,-87.658097453,"(41.8777735, -87.658097453)",2016-06-17T10:50:00.000Z
10563596,HZ310543,074XX S YATES BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,334,3,7,43,14,1193494,1856161,2016,06/23/2016 03:48:09 PM,41.760256249,-87.56639861,"(41.760256249, -87.56639861)",2016-06-17T10:50:00.000Z
10563764,HZ310790,024XX W CONGRESS PKWY,0555,ASSAULT,AGG PRO.EMP: HANDGUN,RESIDENCE,true,false,1135,11,2,28,04A,1160051,1897695,2016,08/26/2016 03:52:51 PM,41.874983395,-87.687824325,"(41.874983395, -87.687824325)",2016-06-17T11:00:00.000Z
10568235,HZ315774,010XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1213,12,27,24,06,1166695,1907307,2016,07/16/2016 03:45:53 PM,41.901219729,-87.663154731,"(41.901219729, -87.663154731)",2016-06-17T11:00:00.000Z
10568221,HZ315216,0000X W TERMINAL ST,0820,THEFT,$500 AND UNDER,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,false,false,1651,16,41,76,06,"","",2016,06/23/2016 03:48:09 PM,"","","",2016-06-17T11:00:00.000Z
10564283,HZ311038,015XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1811,18,32,7,06,1165473,1916022,2016,06/23/2016 03:48:09 PM,41.925160357,-87.667394686,"(41.925160357, -87.667394686)",2016-06-17T11:00:00.000Z
10564072,HZ311102,012XX N CALIFORNIA AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,PARK PROPERTY,false,false,1423,14,26,24,26,1157507,1907945,2016,06/23/2016 03:48:09 PM,41.903162458,-87.696885733,"(41.903162458, -87.696885733)",2016-06-17T11:00:00.000Z
10563691,HZ310645,028XX S KENNETH AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1031,10,22,30,08B,1147190,1884827,2016,06/23/2016 03:48:09 PM,41.839927681,-87.735374011,"(41.839927681, -87.735374011)",2016-06-17T11:00:00.000Z
10563571,HZ310638,072XX W WELLINGTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,2511,25,36,17,14,1127445,1919164,2016,06/23/2016 03:48:09 PM,41.9345078,-87.807058548,"(41.9345078, -87.807058548)",2016-06-17T11:00:00.000Z
10563654,HZ310570,051XX S CALUMET AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,false,false,231,2,3,40,03,1179364,1871039,2016,06/23/2016 03:48:09 PM,41.801416973,-87.61773099,"(41.801416973, -87.61773099)",2016-06-17T11:05:00.000Z
10663713,HZ310661,039XX W GRENSHAW ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,true,false,1132,11,24,29,18,"","",2016,02/04/2017 03:45:12 PM,"","","",2016-06-17T11:17:00.000Z
10563673,HZ310731,044XX W MADISON ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1113,11,28,26,16,1146838,1899646,2016,06/23/2016 03:48:09 PM,41.880599603,-87.73628756,"(41.880599603, -87.73628756)",2016-06-17T11:19:00.000Z
10563664,HZ310699,025XX W 45TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,922,9,12,58,14,1160362,1874755,2016,06/23/2016 03:48:09 PM,41.812027124,-87.687316006,"(41.812027124, -87.687316006)",2016-06-17T11:30:00.000Z
10563568,HZ310634,026XX N HARLEM AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,SMALL RETAIL STORE,false,false,2512,25,36,18,11,1127636,1916911,2016,06/23/2016 03:48:09 PM,41.928322067,-87.806407493,"(41.928322067, -87.806407493)",2016-06-17T11:30:00.000Z
10563739,HZ310609,008XX S CICERO AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,true,false,1131,11,24,25,16,1144522,1895791,2016,06/23/2016 03:48:09 PM,41.870064907,-87.744888845,"(41.870064907, -87.744888845)",2016-06-17T11:35:00.000Z
10563683,HZ310649,042XX W WILCOX ST,1020,ARSON,BY FIRE,RESIDENCE,false,false,1115,11,28,26,09,1148126,1898998,2016,06/23/2016 03:48:09 PM,41.878796732,-87.731574779,"(41.878796732, -87.731574779)",2016-06-17T11:35:00.000Z
10563660,HZ310658,015XX N PULASKI RD,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2535,25,30,23,03,1149436,1909953,2016,06/23/2016 03:48:09 PM,41.908833098,-87.726480168,"(41.908833098, -87.726480168)",2016-06-17T11:39:00.000Z
10580907,HZ310720,048XX W ST PAUL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,false,false,2533,25,37,25,15,"","",2016,12/01/2016 03:51:44 PM,"","","",2016-06-17T11:40:00.000Z
10591401,HZ342574,047XX S COTTAGE GROVE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SMALL RETAIL STORE,false,false,223,2,4,39,11,1182389,1873821,2016,07/11/2016 03:54:21 PM,41.808981361,-87.606551046,"(41.808981361, -87.606551046)",2016-06-17T11:50:00.000Z
10563675,HZ310657,015XX W MARQUETTE RD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,725,7,17,67,08B,1167348,1860302,2016,06/23/2016 03:48:09 PM,41.7722194,-87.662105404,"(41.7722194, -87.662105404)",2016-06-17T11:50:00.000Z
10563551,HZ310647,017XX E 72ND ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,324,3,5,43,26,1189229,1857587,2016,06/23/2016 03:48:09 PM,41.764272595,-87.581984007,"(41.764272595, -87.581984007)",2016-06-17T11:55:00.000Z
10564304,HZ310678,044XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1113,11,28,26,08B,1146905,1898645,2016,11/05/2016 03:45:30 PM,41.877851463,-87.736067119,"(41.877851463, -87.736067119)",2016-06-17T12:00:00.000Z
10570430,HZ317168,079XX S WOLCOTT AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,611,6,18,71,05,1165071,1851955,2016,07/04/2016 03:55:03 PM,41.749362535,-87.670687926,"(41.749362535, -87.670687926)",2016-06-17T12:00:00.000Z
10564376,HZ311273,057XX S TRIPP AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,813,8,13,62,05,1149016,1866147,2016,06/23/2016 03:48:09 PM,41.788631984,-87.729155236,"(41.788631984, -87.729155236)",2016-06-17T12:00:00.000Z
10564342,HZ311099,066XX S STEWART AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,722,7,6,68,07,1174775,1860717,2016,06/23/2016 03:48:09 PM,41.773195918,-87.634867958,"(41.773195918, -87.634867958)",2016-06-17T12:00:00.000Z
10564311,HZ311309,073XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,323,3,6,69,06,1180181,1856360,2016,06/23/2016 03:48:09 PM,41.761117668,-87.615184376,"(41.761117668, -87.615184376)",2016-06-17T12:00:00.000Z
10563779,HZ310888,069XX W HIGGINS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,true,1613,16,41,10,26,1129101,1935656,2016,06/23/2016 03:48:09 PM,41.979735608,-87.800595833,"(41.979735608, -87.800595833)",2016-06-17T12:00:00.000Z
10563696,HZ310711,012XX N LARRABEE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1822,18,27,8,06,1172111,1908362,2016,06/23/2016 03:48:09 PM,41.903996883,-87.643230238,"(41.903996883, -87.643230238)",2016-06-17T12:00:00.000Z
10563741,HZ310840,0000X N KILBOURN AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1113,11,28,26,16,1146387,1899777,2016,06/23/2016 03:48:09 PM,41.88096768,-87.737940272,"(41.88096768, -87.737940272)",2016-06-17T12:10:00.000Z
10563709,HZ310687,043XX S WENTWORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,925,9,3,37,14,1175662,1875966,2016,06/23/2016 03:48:09 PM,41.815020895,-87.631159867,"(41.815020895, -87.631159867)",2016-06-17T12:10:00.000Z
10563694,HZ310644,007XX W 79TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,RESTAURANT,false,false,621,6,17,71,26,1172583,1852485,2016,06/23/2016 03:48:09 PM,41.750654869,-87.643145394,"(41.750654869, -87.643145394)",2016-06-17T12:10:00.000Z
10563762,HZ310733,004XX N HAMLIN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,1122,11,27,23,15,1150979,1902646,2016,07/06/2016 03:55:54 PM,41.888751865,-87.721003458,"(41.888751865, -87.721003458)",2016-06-17T12:15:00.000Z
10564420,HZ311255,064XX N OAK PARK AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,1611,16,41,10,26,1130423,1942169,2016,06/23/2016 03:48:09 PM,41.997585219,-87.795583549,"(41.997585219, -87.795583549)",2016-06-17T12:15:00.000Z
10563706,HZ310703,003XX E 63RD ST,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,311,3,20,40,08A,1179733,1863318,2016,06/23/2016 03:48:09 PM,41.780221389,-87.6166138,"(41.780221389, -87.6166138)",2016-06-17T12:15:00.000Z
10564343,HZ311136,054XX S WOODLAWN AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,false,false,234,2,4,41,07,1185138,1869629,2016,06/23/2016 03:48:09 PM,41.797413962,-87.596600185,"(41.797413962, -87.596600185)",2016-06-17T12:30:00.000Z
10564338,HZ311052,050XX S CAMPBELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,923,9,14,63,07,1160553,1871203,2016,06/23/2016 03:48:09 PM,41.802276047,-87.686713442,"(41.802276047, -87.686713442)",2016-06-17T12:30:00.000Z
10564040,HZ311053,026XX N ORCHARD ST,0810,THEFT,OVER $500,STREET,false,false,1935,19,43,7,06,1171149,1917767,2016,06/23/2016 03:48:09 PM,41.929825861,-87.646487199,"(41.929825861, -87.646487199)",2016-06-17T12:30:00.000Z
10563681,HZ310713,046XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1722,17,45,15,06,1144295,1926174,2016,06/23/2016 03:48:09 PM,41.953443342,-87.744957048,"(41.953443342, -87.744957048)",2016-06-17T12:50:00.000Z
10577724,HZ325518,080XX S UNION AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,621,6,21,71,17,1173032,1851559,2016,06/30/2016 03:48:43 PM,41.748103911,-87.641527333,"(41.748103911, -87.641527333)",2016-06-17T13:00:00.000Z
10572409,HZ320287,028XX W AINSLIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2031,20,40,4,14,1156671,1932559,2016,06/27/2016 03:50:03 PM,41.970721985,-87.699287851,"(41.970721985, -87.699287851)",2016-06-17T13:00:00.000Z
10564318,HZ311283,107XX S UNION AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2233,22,34,49,05,1173548,1833685,2016,06/23/2016 03:48:09 PM,41.699043762,-87.640163927,"(41.699043762, -87.640163927)",2016-06-17T13:00:00.000Z
10564053,HZ311116,011XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1213,12,1,24,06,1166270,1907667,2016,06/23/2016 03:48:09 PM,41.902216694,-87.664705483,"(41.902216694, -87.664705483)",2016-06-17T13:00:00.000Z
10563662,HZ310728,001XX S WACKER DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,122,1,2,32,07,1173953,1899697,2016,06/23/2016 03:48:09 PM,41.880178769,-87.63672258,"(41.880178769, -87.63672258)",2016-06-17T13:00:00.000Z
10563650,HZ310724,094XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,DRUG STORE,false,false,2223,22,21,73,26,1172640,1842177,2016,06/23/2016 03:48:09 PM,41.722367069,-87.643239402,"(41.722367069, -87.643239402)",2016-06-17T13:02:00.000Z
10563653,HZ310730,029XX N LAKE SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,HOSPITAL BUILDING/GROUNDS,false,false,1934,19,44,6,14,1173796,1919557,2016,06/23/2016 03:48:09 PM,41.93467909,-87.636706827,"(41.93467909, -87.636706827)",2016-06-17T13:10:00.000Z
10563766,HZ310754,065XX S LAWNDALE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,833,8,13,65,04A,1152837,1860824,2016,06/23/2016 03:48:09 PM,41.773950318,-87.715285127,"(41.773950318, -87.715285127)",2016-06-17T13:20:00.000Z
10563736,HZ310833,008XX S KOLMAR AVE,1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,SIDEWALK,true,false,1131,11,24,26,16,1146145,1895789,2016,06/23/2016 03:48:09 PM,41.870028733,-87.7389303,"(41.870028733, -87.7389303)",2016-06-17T13:25:00.000Z
10563791,HZ310902,022XX N DOMINICK ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1811,18,32,7,06,1165725,1914839,2016,06/23/2016 03:48:09 PM,41.921908762,-87.666502527,"(41.921908762, -87.666502527)",2016-06-17T13:30:00.000Z
10563858,HZ310741,005XX W 87TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,2223,22,21,71,06,1174289,1847123,2016,06/23/2016 03:48:09 PM,41.735903129,-87.637052809,"(41.735903129, -87.637052809)",2016-06-17T13:34:00.000Z
10563862,HZ310748,017XX W 91ST ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,2221,22,21,73,08B,1166364,1844332,2016,06/23/2016 03:48:09 PM,41.728416478,-87.666166397,"(41.728416478, -87.666166397)",2016-06-17T13:45:00.000Z
10563723,HZ310759,043XX N MILWAUKEE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,1624,16,45,15,08B,1142015,1928276,2016,06/23/2016 03:48:09 PM,41.959254063,-87.753286332,"(41.959254063, -87.753286332)",2016-06-17T13:50:00.000Z
10564302,HZ311135,016XX N LEAVITT ST,0810,THEFT,OVER $500,STREET,false,false,1434,14,1,24,06,1161440,1910797,2016,06/23/2016 03:48:09 PM,41.910907582,-87.682359517,"(41.910907582, -87.682359517)",2016-06-17T13:55:00.000Z
22557,HZ310726,057XX S PEORIA ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,712,7,16,68,01A,1171285,1866863,2016,06/23/2016 03:48:09 PM,41.790138322,-87.647481719,"(41.790138322, -87.647481719)",2016-06-17T13:58:00.000Z
10570171,HZ318275,013XX W AUGUSTA BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,1213,12,27,24,06,1167192,1906797,2016,06/27/2016 03:50:03 PM,41.899809586,-87.661343886,"(41.899809586, -87.661343886)",2016-06-17T14:00:00.000Z
10563856,HZ310749,021XX N MC VICKER AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,false,true,2512,25,29,19,26,1135720,1913680,2016,06/25/2016 03:50:05 PM,41.919315663,-87.776778169,"(41.919315663, -87.776778169)",2016-06-17T14:00:00.000Z
10566278,HZ312734,053XX S LONG AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,814,8,23,56,14,1141271,1868575,2016,06/23/2016 03:48:09 PM,41.795440669,-87.757494219,"(41.795440669, -87.757494219)",2016-06-17T14:00:00.000Z
10565543,HZ312877,055XX W CORTLAND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2532,25,37,25,07,1139313,1911907,2016,06/23/2016 03:48:09 PM,41.914385607,-87.763620094,"(41.914385607, -87.763620094)",2016-06-17T14:00:00.000Z
10563878,HZ310980,029XX N NEVA AVE,0810,THEFT,OVER $500,STREET,false,false,2511,25,36,18,06,1127910,1918696,2016,06/23/2016 03:48:09 PM,41.933215705,-87.805360227,"(41.933215705, -87.805360227)",2016-06-17T14:00:00.000Z
10563756,HZ310768,115XX S PERRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,522,5,34,53,08B,1177653,1828206,2016,06/23/2016 03:48:09 PM,41.68391694,-87.625298274,"(41.68391694, -87.625298274)",2016-06-17T14:06:00.000Z
10563712,HZ310757,067XX S STATE ST,0320,ROBBERY,STRONGARM - NO WEAPON,GAS STATION,false,false,322,3,6,69,03,1177438,1860407,2016,06/23/2016 03:48:09 PM,41.772285481,-87.625115462,"(41.772285481, -87.625115462)",2016-06-17T14:06:00.000Z
10563729,HZ310771,007XX N WOOD ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,1215,12,1,24,04A,1164272,1904841,2016,06/23/2016 03:48:09 PM,41.894504439,-87.672124415,"(41.894504439, -87.672124415)",2016-06-17T14:10:00.000Z
10563825,HZ310839,0000X E 101ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,false,true,511,5,9,49,14,1178534,1837690,2016,06/23/2016 03:48:09 PM,41.709922466,-87.621786419,"(41.709922466, -87.621786419)",2016-06-17T14:12:00.000Z
10563759,HZ310774,083XX S STEWART AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,622,6,21,44,06,1175078,1849610,2016,06/23/2016 03:48:09 PM,41.742710224,-87.634088181,"(41.742710224, -87.634088181)",2016-06-17T14:16:00.000Z
10563735,HZ310773,039XX W 70TH PL,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,true,true,833,8,13,65,04A,1151341,1857561,2016,06/23/2016 03:48:09 PM,41.76502549,-87.720854414,"(41.76502549, -87.720854414)",2016-06-17T14:20:00.000Z
10563733,HZ310801,041XX W ARMITAGE AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,2534,25,30,20,26,1148633,1912971,2016,06/23/2016 03:48:09 PM,41.917130335,-87.729351963,"(41.917130335, -87.729351963)",2016-06-17T14:20:00.000Z
10563760,HZ310819,017XX N CENTRAL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,true,false,2531,25,29,25,07,1138778,1911051,2016,06/25/2016 03:50:05 PM,41.91204638,-87.765606448,"(41.91204638, -87.765606448)",2016-06-17T14:30:00.000Z
10566860,HZ314808,038XX S EVANS AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,212,2,4,36,26,1181755,1879678,2016,06/23/2016 03:48:09 PM,41.825068105,-87.608695245,"(41.825068105, -87.608695245)",2016-06-17T14:30:00.000Z
10563771,HZ310860,012XX N CALIFORNIA AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1423,14,26,24,08B,1157507,1907945,2016,06/23/2016 03:48:09 PM,41.903162458,-87.696885733,"(41.903162458, -87.696885733)",2016-06-17T14:30:00.000Z
10563768,HZ310786,117XX S PEORIA ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,524,5,34,53,04B,1172436,1826904,2016,06/23/2016 03:48:09 PM,41.680460112,-87.644434114,"(41.680460112, -87.644434114)",2016-06-17T14:30:00.000Z
10563754,HZ310816,056XX S INDIANA AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,false,false,231,2,20,40,04B,1178562,1867600,2016,06/23/2016 03:48:09 PM,41.791998321,-87.620776738,"(41.791998321, -87.620776738)",2016-06-17T14:30:00.000Z
10563740,HZ310794,015XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1424,14,1,24,14,1162780,1910414,2016,06/23/2016 03:48:09 PM,41.90982859,-87.677447594,"(41.90982859, -87.677447594)",2016-06-17T14:38:00.000Z
10563755,HZ310808,103XX S PRINCETON AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,512,5,34,49,26,1176113,1836549,2016,06/23/2016 03:48:09 PM,41.706845957,-87.630686553,"(41.706845957, -87.630686553)",2016-06-17T14:44:00.000Z
10563851,HZ310933,014XX W WEBSTER AVE,0810,THEFT,OVER $500,STREET,false,false,1811,18,32,7,06,1165981,1914731,2016,06/23/2016 03:48:09 PM,41.921606937,-87.665565006,"(41.921606937, -87.665565006)",2016-06-17T14:45:00.000Z
10563770,HZ310842,078XX S EAST END AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,414,4,8,43,15,1188899,1853276,2016,06/27/2016 03:50:03 PM,41.752450733,-87.583331276,"(41.752450733, -87.583331276)",2016-06-17T14:47:00.000Z
10601147,HZ353164,013XX S WASHTENAW AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1023,10,28,29,06,"","",2016,07/18/2016 03:55:46 PM,"","","",2016-06-17T15:00:00.000Z
10564315,HZ311289,008XX W 88TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2223,22,21,71,14,1172331,1846528,2016,06/23/2016 03:48:09 PM,41.734313613,-87.644243641,"(41.734313613, -87.644243641)",2016-06-17T15:00:00.000Z
10564277,HZ311017,003XX W 74TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,731,7,17,69,06,1175106,1855879,2016,06/23/2016 03:48:09 PM,41.759912505,-87.633798834,"(41.759912505, -87.633798834)",2016-06-17T15:00:00.000Z
10563896,HZ310823,007XX N SAWYER AVE,0460,BATTERY,SIMPLE,STREET,false,false,1121,11,27,23,08B,1154576,1904708,2016,06/23/2016 03:48:09 PM,41.894338996,-87.707738636,"(41.894338996, -87.707738636)",2016-06-17T15:00:00.000Z
10563866,HZ310836,020XX W THOMAS ST,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,1212,12,32,24,03,1162506,1907320,2016,06/23/2016 03:48:09 PM,41.90134417,-87.678540917,"(41.90134417, -87.678540917)",2016-06-17T15:00:00.000Z
10563840,HZ310866,076XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,621,6,17,71,08B,1171296,1854274,2016,06/23/2016 03:48:09 PM,41.755592351,-87.647809328,"(41.755592351, -87.647809328)",2016-06-17T15:00:00.000Z
10563789,HZ310859,011XX W 117TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,524,5,34,53,15,1170676,1827206,2016,06/23/2016 03:48:09 PM,41.681327287,-87.650867811,"(41.681327287, -87.650867811)",2016-06-17T15:07:00.000Z
10597296,HZ348215,087XX S HERMITAGE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2221,22,21,71,06,"","",2016,07/15/2016 03:49:41 PM,"","","",2016-06-17T15:30:00.000Z
10565316,HZ310891,071XX S DORCHESTER AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,false,true,324,3,5,43,04B,1186768,1858118,2016,06/23/2016 03:48:09 PM,41.765788342,-87.590987258,"(41.765788342, -87.590987258)",2016-06-17T15:30:00.000Z
10564278,HZ311063,035XX N SHEFFIELD AVE,0820,THEFT,$500 AND UNDER,HOTEL/MOTEL,false,false,1924,19,44,6,06,1168979,1923640,2016,06/23/2016 03:48:09 PM,41.945989062,-87.654290367,"(41.945989062, -87.654290367)",2016-06-17T15:30:00.000Z
10563836,HZ310865,021XX N CENTRAL PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,2525,25,26,22,08B,1152030,1913943,2016,06/23/2016 03:48:09 PM,41.919731262,-87.716845614,"(41.919731262, -87.716845614)",2016-06-17T15:31:00.000Z
10563863,HZ310872,058XX S LAFLIN ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,true,false,713,7,15,67,08B,1167332,1866122,2016,06/23/2016 03:48:09 PM,41.78819055,-87.661997495,"(41.78819055, -87.661997495)",2016-06-17T15:37:00.000Z
10563834,HZ310889,073XX W ADDISON ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,true,false,1631,16,36,17,24,1126335,1923048,2016,06/23/2016 03:48:09 PM,41.945184599,-87.811050925,"(41.945184599, -87.811050925)",2016-06-17T15:44:00.000Z
10564000,HZ311007,081XX S HERMITAGE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,614,6,18,71,26,1166097,1850673,2016,06/23/2016 03:48:09 PM,41.745822798,-87.666964623,"(41.745822798, -87.666964623)",2016-06-17T15:45:00.000Z
10563795,HZ310874,054XX S MICHIGAN AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,231,2,3,40,05,1178081,1869028,2016,06/23/2016 03:48:09 PM,41.795927816,-87.622497173,"(41.795927816, -87.622497173)",2016-06-17T15:48:00.000Z
10564140,HZ311047,051XX W CONCORD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,2533,25,37,25,14,1141913,1910486,2016,06/24/2016 03:51:41 PM,41.910438437,-87.75410322,"(41.910438437, -87.75410322)",2016-06-18T04:00:00.000Z
10580551,HZ329559,019XX W WINONA ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,2032,20,47,4,11,1162267,1934055,2016,07/04/2016 03:55:03 PM,41.974711583,-87.678668864,"(41.974711583, -87.678668864)",2016-06-18T04:01:00.000Z
10568901,HZ316934,089XX S BRANDON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,424,4,10,46,26,1198877,1846305,2016,06/24/2016 03:51:41 PM,41.7330773,-87.547000358,"(41.7330773, -87.547000358)",2016-06-18T04:01:00.000Z
10566863,HZ314839,009XX W WEBSTER AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1812,18,43,7,06,1169505,1914812,2016,06/24/2016 03:51:41 PM,41.921753174,-87.652614623,"(41.921753174, -87.652614623)",2016-06-18T04:01:00.000Z
10564755,HZ311585,069XX S OGLESBY AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,331,3,5,43,06,1192967,1859404,2016,06/24/2016 03:51:41 PM,41.769168164,-87.568224317,"(41.769168164, -87.568224317)",2016-06-18T04:01:00.000Z
10564728,HZ311593,029XX W PETERSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2011,20,40,2,14,1155480,1939729,2016,06/24/2016 03:51:41 PM,41.990420939,-87.703473401,"(41.990420939, -87.703473401)",2016-06-18T04:01:00.000Z
10564287,HZ311002,028XX N MONTCLARE AVE,0810,THEFT,OVER $500,STREET,false,false,2511,25,36,18,06,1128261,1918145,2016,06/24/2016 03:51:41 PM,41.931697754,-87.804082799,"(41.931697754, -87.804082799)",2016-06-18T04:01:00.000Z
