id,caseNumber,block,iucr,primaryType,description,locationDescription,arrest,domestic,beat,district,ward,communityArea,fbiCode,xCoordinate,yCoordinate,year,updatedOn,latitude,longitude,location,date
10560764,HZ307870,044XX W WASHINGTON BLVD,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1113,11,28,26,18,1146782,1900126,2016,06/21/2016 03:56:51 PM,41.881917848,-87.736480932,"(41.881917848, -87.736480932)",2016-06-15T13:35:00.000Z
10560783,HZ307874,045XX W ROOSEVELT RD,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,true,false,1131,11,24,29,16,1146269,1894315,2016,06/21/2016 03:56:51 PM,41.865981538,-87.738512551,"(41.865981538, -87.738512551)",2016-06-15T13:36:00.000Z
10560766,HZ307877,054XX S LOOMIS BLVD,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,934,9,16,61,26,1167925,1868563,2016,06/21/2016 03:56:51 PM,41.794876216,-87.659753068,"(41.794876216, -87.659753068)",2016-06-15T13:40:00.000Z
10560758,HZ307882,013XX W HASTINGS ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,true,false,1233,12,2,28,18,1167739,1893853,2016,06/21/2016 03:56:51 PM,41.864278508,-87.659707941,"(41.864278508, -87.659707941)",2016-06-15T13:40:00.000Z
10560826,HZ307889,012XX W 50TH ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,933,9,16,61,18,1168749,1871621,2016,06/21/2016 03:56:51 PM,41.803249957,-87.656643188,"(41.803249957, -87.656643188)",2016-06-15T13:42:00.000Z
10560907,HZ307981,077XX S THROOP ST,0460,BATTERY,SIMPLE,APARTMENT,false,true,612,6,17,71,08B,1169226,1853458,2016,06/21/2016 03:56:51 PM,41.75339815,-87.655418932,"(41.75339815, -87.655418932)",2016-06-15T13:44:00.000Z
10560824,HZ307895,053XX S PULASKI RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,815,8,23,62,06,1150608,1868922,2016,06/21/2016 03:56:51 PM,41.796216157,-87.723245665,"(41.796216157, -87.723245665)",2016-06-15T13:47:00.000Z
10571429,HZ319405,049XX W MELROSE ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1634,16,30,15,06,1142813,1921153,2016,06/27/2016 03:50:03 PM,41.939693048,-87.750530581,"(41.939693048, -87.750530581)",2016-06-15T14:00:00.000Z
10566091,HZ313650,033XX S HAMILTON AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,912,9,12,59,06,1162562,1882457,2016,06/23/2016 03:46:04 PM,41.833116625,-87.67903129,"(41.833116625, -87.67903129)",2016-06-15T14:00:00.000Z
10561940,HZ308883,100XX W OHARE ST,0810,THEFT,OVER $500,AIRCRAFT,false,false,1651,16,41,76,06,1100658,1934241,2016,06/21/2016 03:56:51 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)",2016-06-15T14:00:00.000Z
10561672,HZ308459,002XX E 89TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,633,6,6,44,14,1179311,1845694,2016,06/21/2016 03:56:51 PM,41.731868815,-87.618697623,"(41.731868815, -87.618697623)",2016-06-15T14:00:00.000Z
10561244,HZ308203,041XX N MARMORA AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1624,16,38,15,06,1136278,1926875,2016,06/21/2016 03:56:51 PM,41.955514207,-87.774411891,"(41.955514207, -87.774411891)",2016-06-15T14:00:00.000Z
10561060,HZ308175,021XX W GLADYS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1225,12,2,28,06,1162082,1898411,2016,06/21/2016 03:56:51 PM,41.876906006,-87.680347331,"(41.876906006, -87.680347331)",2016-06-15T14:00:00.000Z
10560987,HZ308099,008XX N LEAMINGTON AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1531,15,37,25,08B,1141872,1905007,2016,06/21/2016 03:56:51 PM,41.895404193,-87.754389679,"(41.895404193, -87.754389679)",2016-06-15T14:00:00.000Z
10560858,HZ307961,095XX S AVENUE M,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,432,4,10,52,07,1201448,1842483,2016,06/21/2016 03:56:51 PM,41.722524609,-87.537711224,"(41.722524609, -87.537711224)",2016-06-15T14:00:00.000Z
10560848,HZ307855,016XX W 78TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,611,6,17,71,08B,1166572,1852983,2016,06/21/2016 03:56:51 PM,41.752151658,-87.665158394,"(41.752151658, -87.665158394)",2016-06-15T14:00:00.000Z
10560920,HZ307902,019XX N KENNETH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,true,2533,25,31,20,08B,1146413,1912490,2016,06/21/2016 03:56:51 PM,41.915853036,-87.737520607,"(41.915853036, -87.737520607)",2016-06-15T14:05:00.000Z
10560925,HZ307953,020XX W ARTHUR AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2412,24,50,2,14,1161359,1943148,2016,06/21/2016 03:56:51 PM,41.999682102,-87.681753468,"(41.999682102, -87.681753468)",2016-06-15T14:20:00.000Z
10562191,HZ307910,041XX W 26TH ST,0810,THEFT,OVER $500,SIDEWALK,false,false,1013,10,22,30,06,1149319,1886404,2016,07/04/2016 03:55:03 PM,41.844214236,-87.727520579,"(41.844214236, -87.727520579)",2016-06-15T14:25:00.000Z
10561032,HZ308165,035XX S RHODES AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,212,2,4,35,26,1180162,1881716,2016,06/21/2016 03:56:51 PM,41.830697249,-87.614476891,"(41.830697249, -87.614476891)",2016-06-15T14:30:00.000Z
10564767,HZ307918,065XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,BARBERSHOP,false,false,321,3,20,42,08B,1182688,1861760,2016,06/21/2016 03:56:51 PM,41.775877995,-87.605828736,"(41.775877995, -87.605828736)",2016-06-15T14:33:00.000Z
10560851,HZ307922,053XX S PULASKI RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,815,8,23,62,06,1150608,1868922,2016,06/21/2016 03:56:51 PM,41.796216157,-87.723245665,"(41.796216157, -87.723245665)",2016-06-15T14:45:00.000Z
10560821,HZ307944,001XX E 72ND ST,0560,ASSAULT,SIMPLE,APARTMENT,true,true,323,3,6,69,08A,1178532,1857311,2016,06/21/2016 03:56:51 PM,41.763764934,-87.621199174,"(41.763764934, -87.621199174)",2016-06-15T14:45:00.000Z
10560817,HZ307933,072XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,733,7,17,68,08B,1169903,1856843,2016,06/21/2016 03:56:51 PM,41.762672367,-87.652839854,"(41.762672367, -87.652839854)",2016-06-15T14:45:00.000Z
10574908,HZ308038,066XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,322,3,20,69,06,1178087,1860829,2016,07/04/2016 03:55:03 PM,41.773428804,-87.622723654,"(41.773428804, -87.622723654)",2016-06-15T15:00:00.000Z
10562128,HZ308990,057XX S PAULINA ST,0810,THEFT,OVER $500,STREET,false,false,715,7,15,67,06,1165992,1866574,2016,06/21/2016 03:56:51 PM,41.789459501,-87.666897918,"(41.789459501, -87.666897918)",2016-06-15T15:00:00.000Z
10562030,HZ309059,054XX W LELAND AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1623,16,45,15,06,1139319,1930554,2016,06/21/2016 03:56:51 PM,41.96555475,-87.763142378,"(41.96555475, -87.763142378)",2016-06-15T15:00:00.000Z
10561158,HZ308127,012XX N SANDBURG TER,0810,THEFT,OVER $500,STREET,false,false,1821,18,42,8,06,1175121,1908971,2016,06/21/2016 03:56:51 PM,41.905601029,-87.632155579,"(41.905601029, -87.632155579)",2016-06-15T15:00:00.000Z
10560834,HZ307934,070XX S PARNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),true,true,732,7,6,68,08B,1173837,1858219,2016,06/21/2016 03:56:51 PM,41.766361968,-87.638380416,"(41.766361968, -87.638380416)",2016-06-15T15:00:00.000Z
10560841,HZ307969,048XX N HERMITAGE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,2032,20,47,3,24,1163927,1932199,2016,06/21/2016 03:56:51 PM,41.969583674,-87.672617177,"(41.969583674, -87.672617177)",2016-06-15T15:02:00.000Z
10560938,HZ307957,006XX N CAMPBELL AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,1221,12,26,24,03,1159625,1904385,2016,06/21/2016 03:56:51 PM,41.893350139,-87.689204057,"(41.893350139, -87.689204057)",2016-06-15T15:10:00.000Z
10560903,HZ307965,045XX S WOOD ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,false,false,924,9,20,61,24,1165109,1874613,2016,06/21/2016 03:56:51 PM,41.811538217,-87.669908103,"(41.811538217, -87.669908103)",2016-06-15T15:15:00.000Z
10560845,HZ307967,074XX S LANGLEY AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,323,3,6,69,03,1182182,1855834,2016,06/21/2016 03:56:51 PM,41.759628195,-87.607866901,"(41.759628195, -87.607866901)",2016-06-15T15:18:00.000Z
10560888,HZ307997,026XX E 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,422,4,7,46,18,1195266,1853101,2016,06/21/2016 03:56:51 PM,41.751815845,-87.560005138,"(41.751815845, -87.560005138)",2016-06-15T15:25:00.000Z
10560932,HZ307947,056XX S WABASH AVE,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,225,2,20,40,04B,1177678,1867623,2016,06/21/2016 03:56:51 PM,41.792081496,-87.624017496,"(41.792081496, -87.624017496)",2016-06-15T15:31:00.000Z
10560869,HZ307982,035XX W POLK ST,2026,NARCOTICS,POSS: PCP,SIDEWALK,true,false,1133,11,24,27,18,1152944,1896142,2016,06/21/2016 03:56:51 PM,41.870865499,-87.713959567,"(41.870865499, -87.713959567)",2016-06-15T15:37:00.000Z
10560965,HZ307996,003XX W 35TH ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,915,9,11,34,08A,1174644,1881745,2016,08/25/2016 03:47:54 PM,41.830901751,-87.634721653,"(41.830901751, -87.634721653)",2016-06-15T15:50:00.000Z
10560883,HZ307979,069XX S THROOP ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,734,7,17,67,15,1168855,1858816,2016,06/27/2016 03:50:03 PM,41.76810922,-87.656624048,"(41.76810922, -87.656624048)",2016-06-15T15:57:00.000Z
10560889,HZ307977,049XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,224,2,3,38,08B,1179267,1872379,2016,06/21/2016 03:56:51 PM,41.805096267,-87.618045825,"(41.805096267, -87.618045825)",2016-06-15T15:57:00.000Z
10561985,HZ308988,014XX W 112TH PL,0890,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),false,false,2234,22,34,75,06,1168806,1830106,2016,06/21/2016 03:56:51 PM,41.689325819,-87.657629757,"(41.689325819, -87.657629757)",2016-06-15T15:59:00.000Z
10711339,HZ469311,055XX N WINTHROP AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,false,false,2023,20,48,77,26,"","",2016,10/11/2016 03:51:41 PM,"","","",2016-06-16T04:00:00.000Z
10933476,JA247834,010XX N MONTICELLO AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1112,11,27,23,06,"","",2016,05/04/2017 03:57:25 PM,"","","",2016-06-16T04:01:00.000Z
10723794,HZ482494,005XX W ROSCOE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1925,19,44,6,11,"","",2016,10/21/2016 03:58:01 PM,"","","",2016-06-16T04:01:00.000Z
10679733,HZ432412,031XX W JARVIS AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,2411,24,50,2,11,"","",2016,09/14/2016 03:49:23 PM,"","","",2016-06-16T04:01:00.000Z
10585078,HZ335054,015XX S LYNN WHITE DR,0810,THEFT,OVER $500,LAKEFRONT/WATERFRONT/RIVERBANK,false,false,132,1,2,33,06,1181497,1893442,2016,07/07/2016 03:49:15 PM,41.862843364,-87.609216011,"(41.862843364, -87.609216011)",2016-06-16T04:01:00.000Z
10562175,HZ308673,003XX S WESTERN AVE,0810,THEFT,OVER $500,STREET,false,false,1225,12,2,28,06,1160451,1898434,2016,07/04/2016 03:55:03 PM,41.877003015,-87.686335236,"(41.877003015, -87.686335236)",2016-06-16T04:01:00.000Z
10561972,HZ308933,081XX S INGLESIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,631,6,8,44,14,1183982,1851126,2016,06/22/2016 03:52:12 PM,41.746667117,-87.60141679,"(41.746667117, -87.60141679)",2016-06-16T04:01:00.000Z
10561192,HZ308122,056XX S SPAULDING AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,822,8,14,63,06,1155344,1866989,2016,06/22/2016 03:52:12 PM,41.790818182,-87.70592997,"(41.790818182, -87.70592997)",2016-06-16T04:01:00.000Z
10562272,HZ309246,014XX N LOCKWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,2532,25,37,25,06,1140761,1909144,2016,06/22/2016 03:52:12 PM,41.906777106,-87.758368335,"(41.906777106, -87.758368335)",2016-06-16T04:10:00.000Z
10560880,HZ308027,060XX S PULASKI RD,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,true,false,813,8,13,65,14,1150732,1864430,2016,06/22/2016 03:52:12 PM,41.783887007,-87.7229079,"(41.783887007, -87.7229079)",2016-06-16T04:20:00.000Z
10560878,HZ308020,035XX W FLOURNOY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1133,11,24,27,08B,1152897,1896803,2016,06/22/2016 03:52:12 PM,41.872680286,-87.714114615,"(41.872680286, -87.714114615)",2016-06-16T04:24:00.000Z
10560885,HZ308011,048XX S HERMITAGE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,true,true,931,9,20,61,04A,1165495,1872623,2016,06/22/2016 03:52:12 PM,41.806069242,-87.668548735,"(41.806069242, -87.668548735)",2016-06-16T04:28:00.000Z
10561232,HZ308268,064XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,725,7,17,67,14,1166776,1862024,2016,06/22/2016 03:52:12 PM,41.776957021,-87.664153071,"(41.776957021, -87.664153071)",2016-06-16T04:30:00.000Z
10560890,HZ308028,007XX N LEAMINGTON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,true,false,1531,15,28,25,06,1141890,1904441,2016,06/22/2016 03:52:12 PM,41.893850689,-87.754337597,"(41.893850689, -87.754337597)",2016-06-16T04:30:00.000Z
10560941,HZ308014,029XX W CORTLAND ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1421,14,35,22,03,1156359,1912483,2016,06/22/2016 03:52:12 PM,41.915638407,-87.700979693,"(41.915638407, -87.700979693)",2016-06-16T04:34:00.000Z
10560917,HZ308046,037XX N MONTICELLO AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE PORCH/HALLWAY,true,false,1732,17,39,16,18,1151391,1924688,2016,06/22/2016 03:52:12 PM,41.949229002,-87.718910478,"(41.949229002, -87.718910478)",2016-06-16T04:40:00.000Z
10560977,HZ308033,023XX S HOMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1024,10,22,30,14,1154064,1888341,2016,06/22/2016 03:52:12 PM,41.849436427,-87.710055545,"(41.849436427, -87.710055545)",2016-06-16T04:45:00.000Z
10560901,HZ308026,016XX N LECLAIRE AVE,0810,THEFT,OVER $500,APARTMENT,false,false,2533,25,37,25,06,1142307,1910322,2016,06/22/2016 03:52:12 PM,41.909981092,-87.752659874,"(41.909981092, -87.752659874)",2016-06-16T04:45:00.000Z
10560945,HZ308061,044XX S ASHLAND AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,true,false,924,9,12,61,14,1166417,1875265,2016,06/22/2016 03:52:12 PM,41.813299568,-87.665091828,"(41.813299568, -87.665091828)",2016-06-16T04:49:00.000Z
10560954,HZ308030,027XX N PINE GROVE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1935,19,43,7,06,1172652,1918576,2016,06/22/2016 03:52:12 PM,41.932012618,-87.640940116,"(41.932012618, -87.640940116)",2016-06-16T04:50:00.000Z
10562463,HZ308880,003XX E 132ND PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,533,5,9,54,26,1180852,1817697,2016,07/04/2016 03:55:03 PM,41.655005926,-87.613908994,"(41.655005926, -87.613908994)",2016-06-16T04:53:00.000Z
10561530,HZ308316,028XX W POLK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,1135,11,2,27,14,1157532,1896244,2016,06/22/2016 03:52:12 PM,41.871053319,-87.697112565,"(41.871053319, -87.697112565)",2016-06-16T04:56:00.000Z
10560930,HZ308040,028XX W POLK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,false,false,1135,11,2,27,14,1157532,1896244,2016,06/22/2016 03:52:12 PM,41.871053319,-87.697112565,"(41.871053319, -87.697112565)",2016-06-16T04:56:00.000Z
10702008,HZ457695,079XX S CRANDON AVE,0810,THEFT,OVER $500,APARTMENT,false,false,414,4,7,46,06,"","",2016,10/14/2016 04:07:57 PM,"","","",2016-06-15T17:00:00.000Z
10561651,HZ308384,016XX W 89TH ST,031A,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,true,2221,22,21,73,03,1166797,1845677,2016,06/22/2016 03:52:12 PM,41.73209814,-87.664541942,"(41.73209814, -87.664541942)",2016-06-15T17:00:00.000Z
10561476,HZ308322,049XX S PRINCETON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,935,9,3,37,06,1175121,1872240,2016,06/22/2016 03:52:12 PM,41.804808514,-87.633255658,"(41.804808514, -87.633255658)",2016-06-15T17:00:00.000Z
10561008,HZ308109,023XX S PULASKI RD,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,false,false,1013,10,22,29,05,1150083,1887962,2016,06/22/2016 03:52:12 PM,41.848474762,-87.724676285,"(41.848474762, -87.724676285)",2016-06-15T17:00:00.000Z
10560966,HZ308042,006XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1834,18,42,8,06,1176254,1904661,2016,06/22/2016 03:52:12 PM,41.893748693,-87.628123871,"(41.893748693, -87.628123871)",2016-06-15T17:05:00.000Z
10560980,HZ308047,048XX S ARCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,821,8,14,57,14,1152196,1872521,2016,06/22/2016 03:52:12 PM,41.80606126,-87.717327703,"(41.80606126, -87.717327703)",2016-06-15T17:15:00.000Z
10562025,HZ309057,057XX S HONORE ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,715,7,15,67,08A,1165002,1866530,2016,06/22/2016 03:52:12 PM,41.789359761,-87.670529189,"(41.789359761, -87.670529189)",2016-06-15T17:30:00.000Z
10561004,HZ308049,002XX W GARFIELD BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,935,9,3,37,03,1175647,1868500,2016,06/22/2016 03:52:12 PM,41.794533814,-87.631438536,"(41.794533814, -87.631438536)",2016-06-15T17:30:00.000Z
10560902,HZ308045,003XX E SOUTH WATER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,114,1,42,32,14,1178979,1902046,2016,06/22/2016 03:52:12 PM,41.886511115,-87.618196037,"(41.886511115, -87.618196037)",2016-06-15T17:30:00.000Z
10560923,HZ308063,045XX S WOLCOTT AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE-GARAGE,false,false,924,9,20,61,26,1164448,1874593,2016,06/22/2016 03:52:12 PM,41.811497311,-87.672333186,"(41.811497311, -87.672333186)",2016-06-15T17:37:00.000Z
10560924,HZ308052,076XX S SOUTH SHORE DR,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),true,false,421,4,7,43,26,1196619,1855520,2016,06/22/2016 03:52:12 PM,41.758420277,-87.554966924,"(41.758420277, -87.554966924)",2016-06-15T17:40:00.000Z
10560935,HZ308069,014XX W AUGUSTA BLVD,0580,STALKING,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1213,12,27,24,08A,1166513,1906776,2016,06/22/2016 03:52:12 PM,41.899766528,-87.663838452,"(41.899766528, -87.663838452)",2016-06-15T17:45:00.000Z
10561575,HZ308133,044XX S TALMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,922,9,12,58,14,1159444,1875063,2016,06/22/2016 03:52:12 PM,41.812891202,-87.690674777,"(41.812891202, -87.690674777)",2016-06-15T17:46:00.000Z
10561594,HZ308373,053XX S PEORIA ST,0650,BURGLARY,HOME INVASION,RESIDENCE,false,false,934,9,20,61,05,1171213,1869192,2016,06/22/2016 03:52:12 PM,41.796530932,-87.647677612,"(41.796530932, -87.647677612)",2016-06-15T18:00:00.000Z
10561065,HZ308157,079XX S RIDGELAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,414,4,8,46,14,1189361,1852646,2016,06/22/2016 03:52:12 PM,41.750710892,-87.581658438,"(41.750710892, -87.581658438)",2016-06-15T18:00:00.000Z
10560979,HZ308055,063XX S ALBANY AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,true,false,823,8,15,66,04B,1156809,1862414,2016,06/26/2016 03:50:19 PM,41.77823426,-87.700681547,"(41.77823426, -87.700681547)",2016-06-15T18:05:00.000Z
10560948,HZ308066,066XX S DREXEL AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,false,true,321,3,5,42,04B,1183366,1861207,2016,06/22/2016 03:52:12 PM,41.774344746,-87.603360484,"(41.774344746, -87.603360484)",2016-06-15T18:15:00.000Z
10560958,HZ308070,016XX N KEDZIE AVE,0460,BATTERY,SIMPLE,VEHICLE - OTHER RIDE SERVICE,false,false,1421,14,26,23,08B,1154789,1910619,2016,06/22/2016 03:52:12 PM,41.910555052,-87.706797795,"(41.910555052, -87.706797795)",2016-06-15T18:29:00.000Z
10563717,HZ310787,015XX W 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,614,6,21,71,14,1167675,1847039,2016,06/22/2016 03:52:12 PM,41.735816901,-87.661286494,"(41.735816901, -87.661286494)",2016-06-15T18:30:00.000Z
10560969,HZ308077,007XX W 50TH PL,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,false,false,935,9,3,61,04B,1172235,1871383,2016,06/22/2016 03:52:12 PM,41.802520836,-87.643865412,"(41.802520836, -87.643865412)",2016-06-15T18:30:00.000Z
10560961,HZ308067,082XX S ELLIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,631,6,8,44,14,1184332,1850497,2016,06/22/2016 03:52:12 PM,41.744932898,-87.600153957,"(41.744932898, -87.600153957)",2016-06-15T18:30:00.000Z
10560936,HZ308076,014XX W CULLERTON ST,0320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,false,false,1235,12,25,31,03,1167099,1890518,2016,06/22/2016 03:52:12 PM,41.855140734,-87.662153061,"(41.855140734, -87.662153061)",2016-06-15T18:45:00.000Z
10561455,HZ308351,019XX S SPAULDING AVE,0810,THEFT,OVER $500,STREET,false,false,1022,10,24,29,06,1154669,1890330,2016,06/22/2016 03:52:12 PM,41.854882401,-87.707781928,"(41.854882401, -87.707781928)",2016-06-15T19:00:00.000Z
10560970,HZ308079,044XX S SHIELDS AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,false,true,925,9,3,37,04B,1174713,1875615,2016,06/22/2016 03:52:12 PM,41.814078945,-87.634651385,"(41.814078945, -87.634651385)",2016-06-15T19:09:00.000Z
10560962,HZ308083,009XX S SACRAMENTO BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,1135,11,28,27,14,1156505,1895789,2016,06/22/2016 03:52:12 PM,41.869825578,-87.700895375,"(41.869825578, -87.700895375)",2016-06-15T19:15:00.000Z
10561467,HZ308371,015XX N MAPLEWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,1423,14,26,24,05,1159124,1910208,2016,06/22/2016 03:52:12 PM,41.909339239,-87.690883897,"(41.909339239, -87.690883897)",2016-06-15T19:30:00.000Z
10561442,HZ308278,015XX S WABASH AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,131,1,2,33,06,1177014,1892855,2016,06/22/2016 03:52:12 PM,41.861335178,-87.625690175,"(41.861335178, -87.625690175)",2016-06-15T19:30:00.000Z
10560960,HZ308087,030XX N PULASKI RD,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SMALL RETAIL STORE,false,false,2523,25,31,21,03,1149201,1919750,2016,06/22/2016 03:52:12 PM,41.935721524,-87.727089019,"(41.935721524, -87.727089019)",2016-06-15T19:40:00.000Z
10560985,HZ308096,053XX W BELMONT AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,2514,25,30,19,05,1140245,1920758,2016,07/15/2016 03:47:21 PM,41.938656649,-87.759978587,"(41.938656649, -87.759978587)",2016-06-15T19:53:00.000Z
10562950,HZ309939,025XX W TOUHY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2411,24,50,2,26,1158164,1947690,2016,06/22/2016 03:52:12 PM,42.012211619,-87.693382186,"(42.012211619, -87.693382186)",2016-06-15T20:00:00.000Z
10560990,HZ308101,044XX S INDIANA AVE,0330,ROBBERY,AGGRAVATED,STREET,false,false,215,2,3,38,03,1178339,1875742,2016,06/22/2016 03:52:12 PM,41.814345775,-87.621347126,"(41.814345775, -87.621347126)",2016-06-15T20:00:00.000Z
10560994,HZ308092,003XX W 106TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,512,5,34,49,08B,1175869,1834633,2016,06/22/2016 03:52:12 PM,41.701593637,-87.631637243,"(41.701593637, -87.631637243)",2016-06-15T20:15:00.000Z
10560993,HZ308098,110XX S EDBROOKE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,513,5,9,49,04A,1179206,1831814,2016,06/22/2016 03:52:12 PM,41.693782648,-87.619503826,"(41.693782648, -87.619503826)",2016-06-15T20:30:00.000Z
10561688,HZ308559,0000X E OHIO ST,0810,THEFT,OVER $500,HOTEL/MOTEL,false,false,1834,18,42,8,06,1176443,1904200,2016,06/22/2016 03:52:12 PM,41.892479421,-87.627443675,"(41.892479421, -87.627443675)",2016-06-15T20:45:00.000Z
